tid;descripcion;precio
635;Consequatur deleniti unde. Ipsa autem aut velit. Sed tempore sint.;10987.11
636;Ea ratione aperiam quidem itaque assumenda molestias. Sapiente fuga officia est temporibus. Consectetur accusamus doloribus officia non eveniet molestias.;6182.92
637;Occaecati enim officia. Cumque quas nostrum illum.;9100.47
638;Officia tenetur laborum. Culpa blanditiis accusamus ducimus voluptate veniam iusto.;12211.66
639;Dolor impedit corrupti enim id porro quis. Quae magnam cumque nulla impedit. Numquam odit minus deleniti explicabo expedita. Unde repudiandae ducimus perspiciatis odit voluptatibus incidunt.;24211.01
640;Fuga fugit accusantium minima repellendus maiores. Unde iste eligendi quisquam commodi expedita distinctio sint. Illum distinctio unde voluptatum sed voluptas quidem. Ea dolores suscipit.;14137.57
641;Placeat rem nobis delectus magnam quasi. Ratione numquam dicta explicabo. Unde voluptatibus animi esse. Ipsam cumque deserunt delectus deserunt.;2304.99
642;Voluptatum neque dicta. Odit itaque magnam quaerat.;8763.06
643;Provident officiis eius impedit quasi doloribus sit sunt. Ab fugiat natus cumque. Cum nesciunt iusto officiis id molestias cupiditate. Enim quia consequuntur ipsum reprehenderit sit.;21131.74
644;Placeat tempore sunt placeat libero amet autem. Libero eos ducimus fuga ipsum. Ipsum magni itaque doloremque iusto.;19243.66
645;Quas occaecati doloremque cumque voluptates. Modi fugit suscipit sint praesentium perferendis voluptas. Commodi commodi sit voluptatem facere.;22752.19
646;Laudantium quos voluptate necessitatibus quas. Fugiat nihil iusto reprehenderit illum quasi aperiam rerum.;2930.36
647;Id provident suscipit sit. Architecto voluptates mollitia quia.;17177.07
648;Ratione illo numquam tempora. Exercitationem similique porro nulla.;19405.59
649;Assumenda cupiditate illum architecto optio aspernatur dolore quis. Labore illum assumenda ullam eius. Soluta beatae sapiente velit.;8795.34
650;Dolores soluta quia non minus illo occaecati recusandae. Fugiat nulla doloribus culpa. Adipisci cumque corrupti pariatur praesentium deleniti.;18366.34
651;Deserunt corporis vel impedit. Eaque odit inventore numquam quis. Quidem vitae accusamus neque.;6068.17
652;Optio laboriosam laborum animi quod natus. Sint minima vitae sit sequi ad.;15040.34
653;Reiciendis earum quod dolore. Dolorum officiis iste.;14458.65
654;Provident illo odio quisquam. Blanditiis ipsa magni quasi at perferendis reprehenderit aliquid. Nisi commodi perspiciatis facilis.;24431.5
655;Eaque sit rerum alias dolorem et ipsa. Similique atque animi aliquid modi iusto nesciunt.;13387.35
656;Fuga corrupti suscipit consequatur. Facere cumque a sunt dignissimos hic.;6108.64
657;Modi accusamus expedita repudiandae aperiam quod dolor. Voluptatum ut ab ex pariatur illo ad.;21902.83
658;Ipsam iure ipsa et laboriosam at cum.;13964.94
659;Dolore ut harum quas neque vero.;18072.89
660;Repellat quos earum earum atque blanditiis. Quam facere accusamus quidem at accusamus. Ipsam nesciunt quod natus voluptatum recusandae.;2408.53
661;Assumenda assumenda nulla veritatis inventore exercitationem maxime. Temporibus incidunt rerum assumenda. Consequuntur suscipit ab iste odio asperiores rem quos.;6230.45
662;Labore facere facilis molestiae cumque repellendus. Vitae cupiditate ad placeat nihil.;13395.89
663;Nulla nemo quod assumenda numquam aspernatur. Cupiditate molestiae minima alias voluptatum.;6376.45
664;Dolorum reiciendis quo natus commodi dicta. Labore sapiente eaque accusamus consequatur laboriosam sint.;10867.69
665;Consequuntur voluptas doloremque iure numquam ducimus. Molestias fugit aperiam veritatis dolorum officia fuga.;23409.44
666;Consequuntur expedita consequuntur reprehenderit nihil quam. Explicabo consequuntur facilis id et in ducimus. Magni magnam odio fugit.;3663.27
667;Occaecati incidunt hic aut sit sit ea distinctio. Nostrum laboriosam quibusdam cumque alias. Vel aliquid officiis velit eligendi sequi nemo.;2017.56
668;Ipsa tenetur dolorem cupiditate. Natus assumenda ullam provident vero similique et. Alias omnis tempore iure suscipit.;19743.19
669;Cumque fugit beatae nostrum natus sunt. Quasi ut temporibus laboriosam minima aliquid. Repellendus eius quibusdam perspiciatis facere illum.;23895.98
670;Voluptate nostrum ad fugit amet. Laudantium quae maxime ab unde doloribus rem. Dolorem blanditiis quo dolorum.;21769.25
671;Omnis a reprehenderit doloribus deserunt. Deserunt repudiandae ipsum quos fugiat nostrum laudantium provident.;17236.41
672;Corporis recusandae porro est iure animi reprehenderit molestiae. Cumque exercitationem quibusdam veritatis quidem voluptatem. Occaecati quam aspernatur ipsam ipsum atque. Cum corrupti deserunt quisquam velit iste.;20128.21
673;Quaerat aperiam quis excepturi vitae nesciunt ullam. Repudiandae voluptates voluptates voluptate laborum ratione.;5852.49
674;Labore facere necessitatibus molestias veniam exercitationem. Molestias quasi nesciunt explicabo enim. Assumenda nisi distinctio deserunt quidem.;24712.82
675;Deleniti asperiores quibusdam amet magnam. Expedita aliquid nihil reprehenderit quam. Ullam fugiat recusandae labore.;21951.2
676;Aliquid quia officia ipsa. Ipsum quam repellat hic expedita esse cum. Neque cum recusandae unde.;21616.69
677;Saepe aperiam nulla suscipit qui voluptas minus. Vitae maxime optio illo.;8439.59
678;Quam harum cumque praesentium ipsam accusantium. Architecto dolore ducimus fugit accusantium. Quidem quas iure tenetur est officia nihil. Temporibus dicta velit enim ex.;7852.19
679;At voluptate veniam. Id voluptatum incidunt dolorem.;9084.11
680;Exercitationem assumenda odit maiores. Doloremque at ea aspernatur ipsum. Maxime quo placeat fuga.;5584.94
681;Iste beatae aperiam ratione exercitationem. Nulla laudantium temporibus rem facilis provident assumenda.;5295.14
682;Dolores maxime voluptatibus enim non ut. Explicabo quis molestias in exercitationem soluta non beatae.;6731.46
683;Odio ut deserunt soluta. Repellendus ipsa provident. Ullam non dolore ducimus modi iste ipsa.;9187.79
684;Sed error praesentium ducimus consequuntur itaque. Ullam recusandae temporibus officia ratione error repellat aut. Maxime velit accusamus maxime ipsum maiores aliquid.;9208.54
685;Eum maxime dignissimos. Eligendi aut in perspiciatis distinctio natus sed.;8803.01
686;Numquam labore repudiandae nam fugit commodi quia. Dolores fuga tempora eos magnam ipsum.;7116.82
687;Debitis architecto velit optio odio. Tempora doloribus delectus praesentium magnam molestias at.;23702.91
688;Accusamus at praesentium iusto voluptates natus. Rem vel inventore ipsam vero.;24216.01
689;Ratione asperiores animi debitis maxime. Tenetur commodi aperiam quae dignissimos quibusdam.;6660.32
690;Beatae quos veritatis explicabo. Culpa laudantium reprehenderit. Totam neque harum esse quas.;6580.77
691;Vitae explicabo officia. Ad alias esse incidunt reprehenderit nam. Temporibus quidem alias ipsam provident possimus.;2298.04
692;Aut asperiores veritatis aut. Animi accusamus quidem iste.;3310.04
693;Cumque velit atque. Ex in perferendis nulla harum autem maiores. Quibusdam necessitatibus repellendus tenetur debitis porro exercitationem nostrum.;20235.04
694;Consectetur vel debitis magni quidem. Eveniet natus reiciendis ratione.;7450.58
695;Consequatur ad ullam adipisci optio. Sed expedita praesentium quis molestias eaque debitis. Voluptas dolorum quidem.;23960.03
696;Quae accusamus vel fugit placeat ut. Corporis corrupti sed veniam omnis ex rerum.;23532.26
697;Aspernatur ea inventore iusto ab quae. Amet modi at maxime praesentium qui. Necessitatibus occaecati similique dignissimos nemo.;21180.73
698;Sunt reiciendis aspernatur inventore. Sit doloremque dolor voluptas veritatis.;17893.21
699;Enim rerum labore voluptate tempora eveniet culpa. Illum numquam corporis vitae quia. Ratione explicabo dolorum repudiandae vero.;19667.66
700;Ullam pariatur veniam laborum dolorem soluta dolore. Sed nesciunt molestias consequatur at incidunt quaerat ratione. Aliquid saepe odit quam voluptatem ipsam.;10139.81
701;Beatae neque porro aliquid. Velit iure optio minima beatae. Error itaque magnam id temporibus quis earum veniam.;21998.49
702;Dicta eius minus eius explicabo nam sit. Voluptate ipsam rerum ducimus aperiam. Eos vero animi cupiditate sunt. Dolore quia error ipsum labore quia quisquam nobis.;19511.21
703;Expedita sit accusantium. Aliquid corrupti libero repellendus architecto fuga. Labore ipsum reprehenderit porro eligendi cupiditate optio.;9974.02
704;A et aliquid repellat ad iusto. Omnis hic recusandae dolores eius modi iusto.;11039.1
705;Totam repudiandae laudantium quisquam.;4927.37
706;Eius adipisci quis ipsum. Suscipit dignissimos maiores possimus molestiae necessitatibus.;5227.85
707;Odit incidunt quo commodi a mollitia esse. Quo quo amet.;16017.13
708;Expedita magni odit neque aperiam. Tempora sit iusto quae.;9338.81
709;Autem natus placeat saepe nam excepturi iste. Hic earum ipsum quibusdam.;17183.54
710;Delectus veniam architecto reprehenderit omnis earum. Quas itaque sunt ducimus omnis cupiditate non delectus. Quo odit est maiores.;22578.32
711;Voluptatem id totam repellendus. Veniam provident asperiores deserunt possimus inventore.;23678.53
712;Odit laborum nemo quis fugit explicabo. Suscipit praesentium velit.;11825.07
713;Praesentium asperiores explicabo quo excepturi. Reiciendis eos tempore provident quod dignissimos. Expedita tenetur modi odit labore.;9499.49
714;Perspiciatis dignissimos voluptas earum asperiores. Deleniti consequuntur quibusdam distinctio. Tempora molestias delectus fugiat nam quidem.;10013.32
715;Assumenda exercitationem laudantium illo excepturi voluptates aliquam. Voluptas omnis culpa illo fugiat similique ad.;3529.63
716;Eos ipsam voluptates nobis quos tempore. Expedita nulla culpa numquam aliquam. Sapiente autem fugiat quam at quas nisi.;23469.01
717;Vero asperiores vel voluptatibus deleniti vero. Tempore consequatur esse aliquam fugit reiciendis.;6697.18
718;Quia vero quod possimus reiciendis minima vitae aut. Dignissimos explicabo accusantium sed sit beatae molestias. Dolore eum dicta accusamus.;11161.85
719;Incidunt autem omnis laborum. Perferendis deleniti repellat quibusdam.;7112.82
720;Minus harum culpa asperiores soluta eligendi. Nulla possimus molestias sint. Consequuntur occaecati reiciendis.;15124.66
721;Sint dicta iusto illo odio accusantium. Nostrum omnis possimus sequi nemo magnam. Ullam est optio ipsam. Alias quam commodi et.;14777.35
722;Ducimus doloribus accusantium nobis totam qui at quae. Ut maiores eligendi rem.;12611.07
723;Ducimus sapiente necessitatibus vero minus. Vero minima aliquam officiis error laboriosam. Nesciunt laudantium voluptatem officiis ducimus.;15462.27
724;Sunt quo voluptatibus a. Autem impedit est aspernatur. Soluta ea deleniti ducimus dolorem cumque.;19980.52
725;Ipsum impedit dolores laboriosam possimus rerum. Fugiat aut doloribus nostrum rerum animi vitae.;10589.83
726;Doloremque explicabo ullam praesentium omnis in. Exercitationem quos illo minima illum autem porro dolore. Magnam ipsam qui numquam magni consequuntur architecto.;8474.67
727;Dolorum placeat nulla explicabo provident incidunt explicabo dolor. Commodi modi fugit eaque architecto sequi.;13306.18
728;Pariatur dignissimos suscipit est necessitatibus. Eveniet molestias magnam qui quidem ex eos. Hic quo eligendi nihil.;14216.12
729;Ullam expedita eaque aliquam itaque eius nisi perferendis. Nam error repellendus delectus deleniti iusto ad eum.;14526.63
730;Perspiciatis sunt doloremque odit veniam eveniet suscipit. Veritatis optio quibusdam inventore veniam maiores quis. Autem quas sed veritatis.;24477.08
731;Nesciunt illum omnis id ea maxime. Veritatis perferendis mollitia animi necessitatibus dolorem necessitatibus.;13934.64
732;Qui aut quisquam doloremque voluptate recusandae. Cum tenetur provident ipsum molestiae. Similique laboriosam incidunt nulla officiis. Veritatis ut voluptatum reprehenderit quasi modi molestiae.;19753.64
733;Veniam voluptatem est minus labore dicta maiores excepturi. Voluptatum quidem reiciendis pariatur.;12696.15
734;Ab deleniti odit voluptate. Esse quia illo ea. Voluptate molestias ullam quam doloremque.;9731.78
735;Quae soluta aut cupiditate totam nemo quis quidem.;11505.98
736;Eum maxime itaque unde ducimus illo placeat. Esse vero praesentium occaecati. Quidem ratione eum beatae consequatur. Voluptatum placeat minima ullam ab soluta.;6791.83
737;Animi voluptatum cupiditate laboriosam itaque. Sequi expedita aspernatur earum ducimus.;2336.8
738;Autem voluptate adipisci natus quae vero animi iure. Exercitationem eaque temporibus repellendus inventore tenetur. Ipsam incidunt fugit voluptates architecto.;6913.07
739;Eaque consequatur consequuntur. Magnam laudantium corrupti cupiditate.;4604.89
740;Laborum nobis atque excepturi. A sint vel in. Consectetur quos repellendus molestias.;3200.06
741;Deserunt asperiores aperiam eos voluptatibus rem assumenda. Necessitatibus ut in corporis.;13221.59
742;Dolorum eveniet asperiores incidunt iste. Totam quos ut aperiam. Odit veniam porro nam. Esse facere vitae enim amet vero.;24911.72
743;Unde deserunt cumque sed ut quos doloremque. Odio pariatur nemo debitis. Eligendi repellat porro eveniet excepturi tempora fugit.;7696.38
744;Deserunt voluptate architecto necessitatibus praesentium. Unde eius aperiam saepe sit laudantium.;24832.11
745;Adipisci minima labore aperiam dignissimos.;11920.16
746;Quod porro commodi molestias consequuntur. Fugiat hic occaecati ut expedita fuga accusamus distinctio.;15025.05
747;Sapiente aut sint quisquam. Voluptates eligendi consequuntur officia adipisci et neque.;3617.1
748;Dolorum quos modi debitis. Repellendus esse accusantium placeat.;14222.39
749;Quo dolore soluta omnis amet quia soluta. Ratione adipisci sequi aliquid architecto consequatur. Nemo fugit inventore.;23103.82
750;Consequatur molestias dicta dolor voluptatibus. Fugit pariatur eos rem repellendus quas excepturi. Iusto deleniti doloribus voluptatem ut modi rerum.;20480.71
751;Corporis itaque at sapiente nostrum dolorem beatae dolore. Consectetur excepturi voluptate omnis vitae distinctio labore. Nulla consectetur accusantium distinctio.;8096.57
752;Beatae pariatur ipsum. Molestiae sunt doloremque dolor magni dolores. Et voluptatum voluptates nam ducimus quibusdam accusamus.;14740.81
753;Aperiam expedita consequuntur quas rem aliquid. Earum officia voluptas quo.;12244.85
754;Veritatis numquam eveniet. Iure hic voluptates voluptas facilis atque. Vel quae unde magni sequi voluptatibus vitae molestias. Saepe occaecati quisquam excepturi.;19292.34
755;Quis ipsam eos laudantium blanditiis repellat quibusdam repudiandae. Eligendi beatae alias.;13186.08
756;Nihil voluptate perspiciatis saepe quaerat earum. Qui libero atque asperiores architecto est suscipit.;21791.66
757;Earum omnis ad vel nulla. Rem ullam possimus voluptas quas.;15608.08
758;Ipsam cupiditate temporibus optio. Distinctio repellat commodi suscipit facilis fugit fugit nostrum.;8186.27
759;Expedita eos consectetur corporis. Dignissimos labore quae beatae assumenda inventore. Alias sit cupiditate.;14614.89
760;Ducimus rem ab itaque amet facere quaerat. Ab saepe quaerat officia incidunt ipsa debitis. Natus quaerat provident enim sunt.;23564.79
761;Expedita non deleniti minima veniam. Provident id eligendi sint.;11217.88
762;Cupiditate aspernatur aliquam architecto tenetur culpa esse atque.;15220.89
763;Veritatis eum iste ipsam enim ex. Voluptatem magnam nesciunt culpa harum.;15197.2
